receptor,emisor,fecha
555610877,555649664,07/06/2019
555375213,555052426,07/06/2019
555010469,555083979,07/06/2019
555927133,555694522,07/06/2019
555467918,555576571,07/06/2019
555519633,555652565,07/06/2019
555237942,555199018,07/06/2019
555855743,555283250,07/06/2019
555755680,555289152,07/06/2019
555523853,555195361,07/06/2019
555398729,555769434,07/06/2019
555289756,555690474,07/06/2019
555964927,555372105,07/06/2019
555970002,555244652,07/06/2019
555579784,555739941,07/06/2019
555332201,555663924,07/06/2019
555413980,555650824,07/06/2019
555286021,555100706,07/06/2019
555361350,555282457,07/06/2019
555682104,555308357,07/06/2019
555717462,555654584,07/06/2019
555157830,555209076,07/06/2019
555171631,555221072,07/06/2019
555236095,555688614,07/06/2019
555783561,555257182,07/06/2019
555227216,555116990,07/06/2019
555320724,555074312,07/06/2019
555114503,555597375,07/06/2019
555802786,555838382,07/06/2019
555259345,555958719,07/06/2019
555506532,555530633,07/06/2019
555960536,555093292,07/06/2019
555277215,555200700,07/06/2019
555139661,555802714,07/06/2019
555255311,555555338,07/06/2019
555313996,555726739,07/06/2019
555037712,555047077,07/06/2019
555829597,555787086,07/06/2019
555746916,555114515,07/06/2019
555323550,555100765,07/06/2019
555612594,555862719,07/06/2019
555098431,555843965,07/06/2019
555777224,555544814,07/06/2019
555427526,555281671,07/06/2019
555772794,555094235,07/06/2019
555215747,555969189,07/06/2019
555302722,555714058,07/06/2019
555495878,555446339,07/06/2019
555809706,555382222,07/06/2019
555653044,555938620,07/06/2019
555644125,555754964,07/06/2019
555762876,555414404,07/06/2019
555785781,555176136,07/06/2019
555070358,555779799,07/06/2019
555594375,555156759,07/06/2019
555262754,555551299,07/06/2019
555077299,555536160,07/06/2019
555001579,555628659,07/06/2019
555967747,555160206,07/06/2019
555453931,555772751,07/06/2019
555903702,555366641,07/06/2019
555698921,555180362,07/06/2019
555948429,555634151,07/06/2019
555853924,555386386,07/06/2019
555187016,555117607,07/06/2019
555422782,555791433,07/06/2019
555410846,555568756,07/06/2019
555250929,555233808,07/06/2019
555319821,555726221,07/06/2019
555704255,555391850,07/06/2019
555218525,555290393,07/06/2019
555884386,555559120,07/06/2019
555716755,555232593,07/06/2019
555180516,555138258,07/06/2019
555366009,555703906,07/06/2019
555138960,555681513,07/06/2019
555852865,555900713,07/06/2019
555474559,555389894,07/06/2019
555896144,555451369,07/06/2019
555027170,555009445,07/06/2019
555655035,555782913,07/06/2019
555015910,555000732,07/06/2019
555961864,555019082,07/06/2019
555259446,555793228,07/06/2019
555894801,555202665,07/06/2019
555396493,555310774,07/06/2019
555147045,555032264,07/06/2019
555182437,555051026,07/06/2019
555990274,555175955,07/06/2019
555481477,555273804,07/06/2019
555799339,555882944,07/06/2019
555930997,555817585,07/06/2019
555923617,555888452,07/06/2019
555632872,555726334,07/06/2019
555153874,555414404,07/06/2019
555157574,555874352,07/06/2019
555077162,555677512,07/06/2019
555982667,555678914,07/06/2019
555576139,555584837,07/06/2019
555016478,555345099,07/06/2019
555763215,555772279,07/06/2019
555196917,555259689,07/06/2019
555050498,555500317,07/06/2019
555258504,555180516,07/06/2019
555078516,555633901,07/06/2019
555969289,555441265,07/06/2019
555141761,555229414,07/06/2019
555273035,555369936,07/06/2019
555338983,555943385,07/06/2019
555536160,555865307,07/06/2019
555088446,555387773,07/06/2019
555004546,555885946,07/06/2019
555748448,555084726,07/06/2019
555525281,555643448,07/06/2019
555644691,555858651,07/06/2019
555630874,555574068,07/06/2019
555046412,555957346,07/06/2019
555574248,555770393,07/06/2019
555594637,555935033,07/06/2019
555183996,555013600,07/06/2019
555201392,555456076,07/06/2019
555076157,555083717,07/06/2019
555663209,555120140,07/06/2019
555745385,555661109,07/06/2019
555576091,555493401,07/06/2019
555052855,555928038,07/06/2019
555874828,555712855,07/06/2019
555998808,555149877,07/06/2019
555220562,555412360,07/06/2019
555663209,555114800,07/06/2019
555730819,555873838,07/06/2019
555652765,555900713,07/06/2019
555561886,555382547,07/06/2019
555488197,555016045,07/06/2019
555107134,555404686,07/06/2019
555296038,555075792,07/06/2019
555216958,555276122,07/06/2019
555276986,555817980,07/06/2019
555858896,555891249,07/06/2019
555553920,555194458,07/06/2019
555787079,555147477,07/06/2019
555079578,555040824,07/06/2019
555821235,555387773,07/06/2019
555487688,555115096,07/06/2019
555512338,555154243,07/06/2019
555612994,555555116,07/06/2019
555463003,555091676,07/06/2019
555822988,555534055,07/06/2019
555432380,555113948,07/06/2019
555678915,555992864,07/06/2019
555410665,555080849,07/06/2019
555795548,555189071,07/06/2019
555014548,555911845,07/06/2019
555668846,555018976,07/06/2019
555829405,555651168,07/06/2019
555080982,555397137,07/06/2019
555495566,555633326,07/06/2019
555569110,555871965,07/06/2019
555291757,555092002,07/06/2019
555452257,555345392,07/06/2019
555554485,555584158,07/06/2019
555025867,555116845,07/06/2019
555726184,555998808,07/06/2019
555654753,555215749,07/06/2019
555623832,555370916,07/06/2019
555672215,555154153,07/06/2019
555874828,555173670,07/06/2019
555874352,555619057,07/06/2019
555990512,555833451,07/06/2019
555913290,555624626,07/06/2019
555954187,555854634,07/06/2019
555114373,555647882,07/06/2019
555583318,555757196,07/06/2019
555315152,555594348,07/06/2019
555269345,555831031,07/06/2019
555572523,555772432,07/06/2019
555541273,555559921,07/06/2019
555875726,555675213,07/06/2019
555139871,555408024,07/06/2019
555286219,555693526,07/06/2019
555173947,555450677,07/06/2019
555445041,555875874,07/06/2019
555670219,555039816,07/06/2019
555525998,555079578,07/06/2019
555323209,555080135,07/06/2019
555067073,555625816,07/06/2019
555896127,555737709,07/06/2019
555388444,555585551,07/06/2019
555746336,555904504,07/06/2019
555948429,555644125,07/06/2019
555937600,555830314,07/06/2019
555806637,555269799,07/06/2019
555237942,555100929,07/06/2019
555787546,555847507,07/06/2019
555686508,555791904,07/06/2019
555271266,555377117,07/06/2019
555158479,555110945,07/06/2019
555863581,555756197,07/06/2019
555101762,555960213,07/06/2019
555834378,555761691,07/06/2019
555304051,555213980,07/06/2019
555815772,555369936,07/06/2019
555516545,555308725,07/06/2019
555769434,555083707,07/06/2019
555775626,555669555,07/06/2019
555003104,555858116,07/06/2019
555286201,555049067,07/06/2019
555439798,555512935,07/06/2019
555628454,555963369,07/06/2019
555227526,555974834,07/06/2019
555446182,555984712,07/06/2019
555441837,555223618,07/06/2019
555416193,555241799,07/06/2019
555348618,555841758,07/06/2019
555619284,555666456,07/06/2019
555168050,555439242,07/06/2019
555666188,555841566,07/06/2019
555660959,555932924,07/06/2019
555977700,555939791,07/06/2019
555035710,555078039,07/06/2019
555147599,555717797,07/06/2019
555002200,555449694,07/06/2019
555834058,555246476,07/06/2019
555062542,555241373,07/06/2019
555836551,555611486,07/06/2019
555961184,555344083,07/06/2019
555593580,555402582,07/06/2019
555769434,555658024,07/06/2019
555811566,555420546,07/06/2019
555808507,555722045,07/06/2019
555631322,555695882,07/06/2019
555535348,555991436,07/06/2019
555853192,555926814,07/06/2019
555247718,555598824,07/06/2019
555642455,555462316,07/06/2019
555581937,555326159,07/06/2019
555728748,555352360,07/06/2019
555583865,555257349,07/06/2019
555449728,555752160,07/06/2019
555013570,555791166,07/06/2019
555276075,555384509,07/06/2019
555011218,555772442,07/06/2019
555051020,555655300,07/06/2019
555753611,555051607,07/06/2019
555506086,555814053,07/06/2019
555925964,555865307,07/06/2019
555580141,555896788,07/06/2019
555753086,555415535,07/06/2019
555407282,555881557,07/06/2019
555971396,555428689,07/06/2019
555889378,555635260,07/06/2019
555969248,555164633,07/06/2019
555235208,555109598,07/06/2019
555428036,555601209,07/06/2019
555923058,555055782,07/06/2019
555191171,555163830,07/06/2019
555529904,555890864,07/06/2019
555389046,555787298,07/06/2019
555305748,555996393,07/06/2019
555382547,555222089,07/06/2019
555138523,555931337,07/06/2019
555707365,555492909,07/06/2019
555098319,555361723,07/06/2019
555572378,555193214,07/06/2019
555961184,555534148,07/06/2019
555433928,555974943,07/06/2019
555300622,555962049,07/06/2019
555385224,555159694,07/06/2019
555621683,555466843,07/06/2019
555193068,555732321,07/06/2019
555733946,555924900,07/06/2019
555574809,555108460,07/06/2019
555373922,555886698,07/06/2019
555309250,555130877,07/06/2019
555340115,555158548,07/06/2019
555001579,555972884,07/06/2019
555700735,555862359,07/06/2019
555145199,555939421,07/06/2019
555486145,555183136,07/06/2019
555912102,555585285,07/06/2019
555211190,555168652,07/06/2019
555972294,555574554,07/06/2019
555433775,555574248,07/06/2019
555442859,555863553,07/06/2019
555931541,555235269,07/06/2019
555759845,555321322,07/06/2019
555634436,555774793,07/06/2019
555055550,555479449,07/06/2019
555364883,555681130,07/06/2019
555351139,555578912,07/06/2019
555792156,555407282,07/06/2019
555568464,555783260,07/06/2019
555723737,555211145,07/06/2019
555021384,555767924,07/06/2019
555256624,555559327,07/06/2019
555856365,555787086,07/06/2019
555971540,555707708,07/06/2019
555747239,555979282,07/06/2019
555960357,555098547,07/06/2019
555173146,555404047,07/06/2019
555174520,555804575,07/06/2019
555819577,555316679,07/06/2019
555859488,555035710,07/06/2019
555467751,555789830,07/06/2019
555323550,555766890,07/06/2019
555575762,555121093,07/06/2019
555920334,555755256,07/06/2019
555139393,555390071,07/06/2019
555707763,555902975,07/06/2019
555186136,555321534,07/06/2019
555783993,555507997,07/06/2019
555134677,555719779,07/06/2019
555428342,555586336,07/06/2019
555202665,555402570,07/06/2019
555771327,555609197,07/06/2019
555471817,555015369,07/06/2019
555976782,555777991,07/06/2019
555868655,555860446,07/06/2019
555223618,555934216,07/06/2019
555859949,555535478,07/06/2019
555626431,555871975,07/06/2019
555786270,555809573,07/06/2019
555739053,555854649,07/06/2019
555585304,555682014,07/06/2019
555944991,555160257,07/06/2019
555127819,555310774,07/06/2019
555863062,555158381,07/06/2019
555361611,555539496,07/06/2019
555638466,555207325,07/06/2019
555260146,555959912,07/06/2019
555156614,555560581,07/06/2019
555982750,555361487,07/06/2019
555007851,555066497,07/06/2019
555371936,555399439,07/06/2019
555564514,555082975,07/06/2019
555776565,555325591,07/06/2019
555165931,555196957,07/06/2019
555973095,555266779,07/06/2019
555218344,555077873,07/06/2019
555963163,555763418,07/06/2019
555494771,555583801,07/06/2019
555154272,555399523,07/06/2019
555468678,555671805,07/06/2019
555772794,555033708,07/06/2019
555142157,555767599,07/06/2019
555474807,555266833,07/06/2019
555715107,555242139,07/06/2019
555675354,555997337,07/06/2019
555411770,555769699,07/06/2019
555809071,555435512,07/06/2019
555400297,555535426,07/06/2019
555899473,555448199,07/06/2019
555369121,555159279,07/06/2019
555771951,555784328,07/06/2019
555771512,555489736,07/06/2019
555086467,555520478,07/06/2019
555593125,555578661,07/06/2019
555161483,555904504,07/06/2019
555413314,555802369,07/06/2019
555129300,555779721,07/06/2019
555517805,555132860,07/06/2019
555154717,555273332,07/06/2019
555872428,555131044,07/06/2019
555090914,555082242,07/06/2019
555094669,555059369,07/06/2019
555373316,555571614,07/06/2019
555031857,555396806,07/06/2019
555421573,555429981,07/06/2019
555164391,555607059,07/06/2019
555430895,555779347,07/06/2019
555253456,555880680,07/06/2019
555802527,555460560,07/06/2019
555867134,555014708,07/06/2019
555443255,555899035,07/06/2019
555023018,555397143,07/06/2019
555420622,555897703,07/06/2019
555820892,555041998,07/06/2019
555263479,555373073,07/06/2019
555491283,555529188,07/06/2019
555943264,555640964,07/06/2019
555991436,555673066,07/06/2019
555688061,555959508,07/06/2019
555567816,555632488,07/06/2019
555835463,555233175,07/06/2019
555091865,555384426,07/06/2019
555336877,555822163,07/06/2019
555783829,555109628,07/06/2019
555931842,555094113,07/06/2019
555459793,555563604,07/06/2019
555535478,555747300,07/06/2019
555454231,555354578,07/06/2019
555846446,555715801,07/06/2019
555307331,555879648,07/06/2019
555455487,555326936,07/06/2019
555979031,555884931,07/06/2019
555660914,555486145,07/06/2019
555804393,555402582,07/06/2019
555106437,555018413,07/06/2019
555538691,555279666,07/06/2019
555221842,555198603,07/06/2019
555803043,555061494,07/06/2019
555685920,555156759,07/06/2019
555492589,555289606,07/06/2019
555198925,555911129,07/06/2019
555969189,555684225,07/06/2019
555579784,555790548,07/06/2019
555175823,555892561,07/06/2019
555573423,555316679,07/06/2019
555172588,555306323,07/06/2019
555979961,555957167,07/06/2019
555589061,555265572,07/06/2019
555522809,555240148,07/06/2019
555123591,555582526,07/06/2019
555899473,555894963,07/06/2019
555375779,555077162,07/06/2019
555147477,555494819,07/06/2019
555631753,555908880,07/06/2019
555776584,555175528,07/06/2019
555550355,555539065,07/06/2019
555885054,555295847,07/06/2019
555299214,555426107,07/06/2019
555529165,555900648,07/06/2019
555648654,555042811,07/06/2019
555577744,555449848,07/06/2019
555227170,555546425,07/06/2019
555013833,555446669,07/06/2019
555802786,555141514,07/06/2019
555363939,555535728,07/06/2019
555118993,555080011,07/06/2019
555349991,555466690,07/06/2019
555233245,555087725,07/06/2019
555049453,555633659,07/06/2019
555988094,555150048,07/06/2019
555978087,555152845,07/06/2019
555612626,555383098,07/06/2019
555459746,555589780,07/06/2019
555938361,555051026,07/06/2019
555553559,555275150,07/06/2019
555798151,555467588,07/06/2019
555698921,555538332,07/06/2019
555860712,555008182,07/06/2019
555367694,555128211,07/06/2019
555945292,555591555,07/06/2019
555957780,555481477,07/06/2019
555310410,555279470,07/06/2019
555595379,555411194,07/06/2019
555011180,555750652,07/06/2019
555985008,555239925,07/06/2019
555029515,555149158,07/06/2019
555015369,555784817,07/06/2019
555816261,555682579,07/06/2019
555458367,555602931,07/06/2019
555509632,555355007,07/06/2019
555598292,555879922,07/06/2019
555816541,555365511,07/06/2019
555757645,555834998,07/06/2019
555910722,555987317,07/06/2019
555425632,555466308,07/06/2019
555459793,555833520,07/06/2019
555036450,555694136,07/06/2019
555299654,555457383,07/06/2019
555210794,555173734,07/06/2019
555424936,555577323,07/06/2019
555786482,555760614,07/06/2019
555682528,555750950,07/06/2019
555819901,555577744,07/06/2019
555857590,555947673,07/06/2019
555397382,555164220,07/06/2019
555799967,555350402,07/06/2019
555185376,555974498,07/06/2019
555084726,555922748,07/06/2019
555083555,555979401,07/06/2019
555986575,555103857,07/06/2019
555343671,555767928,07/06/2019
555289756,555546728,07/06/2019
555338533,555801324,07/06/2019
555999967,555403331,07/06/2019
555000385,555589780,07/06/2019
555294782,555739987,07/06/2019
555759347,555139609,07/06/2019
555643823,555761248,07/06/2019
555002774,555835863,07/06/2019
555528018,555637181,07/06/2019
555983419,555324647,07/06/2019
555439591,555022440,07/06/2019
555265324,555954003,07/06/2019
555365559,555227526,07/06/2019
555682528,555241857,07/06/2019
555643635,555352622,07/06/2019
555096009,555758163,07/06/2019
555499066,555802527,07/06/2019
555118249,555358371,07/06/2019
555906348,555827387,07/06/2019
555570329,555726221,07/06/2019
555442297,555671568,07/06/2019
555634012,555530173,07/06/2019
555050225,555610640,07/06/2019
555728327,555732096,07/06/2019
555618005,555308817,07/06/2019
555479458,555380136,07/06/2019
555918940,555785917,07/06/2019
555114966,555379916,07/06/2019
555406349,555375136,07/06/2019
555317557,555214528,07/06/2019
555384632,555891563,07/06/2019
555258575,555492840,07/06/2019
555081664,555765995,07/06/2019
555174520,555862625,07/06/2019
555194458,555469619,07/06/2019
555161317,555516545,07/06/2019
555863271,555724893,07/06/2019
555580572,555903916,07/06/2019
555349118,555549852,07/06/2019
555973491,555679996,07/06/2019
555485651,555648318,07/06/2019
555037562,555740793,07/06/2019
555223664,555000385,07/06/2019
555990215,555236950,07/06/2019
555810685,555735442,07/06/2019
555076934,555257680,07/06/2019
555942965,555748875,07/06/2019
555594339,555440743,07/06/2019
555291189,555496030,07/06/2019
555158777,555546570,07/06/2019
555769838,555856263,07/06/2019
555641672,555634012,07/06/2019
555762748,555925341,07/06/2019
555779268,555381716,07/06/2019
555774087,555159258,07/06/2019
555220065,555403163,07/06/2019
555176449,555858217,07/06/2019
555114966,555298399,07/06/2019
555495980,555738806,07/06/2019
555069260,555611317,07/06/2019
555140826,555856089,07/06/2019
555726416,555841758,07/06/2019
555787909,555951642,07/06/2019
555373922,555196998,07/06/2019
555918024,555555537,07/06/2019
555045632,555865744,07/06/2019
555655269,555101634,07/06/2019
555783528,555152080,07/06/2019
555891420,555663326,07/06/2019
555693526,555267621,07/06/2019
555447965,555658685,07/06/2019
555820609,555025076,07/06/2019
555794904,555801324,07/06/2019
555286046,555821122,07/06/2019
555817688,555647882,07/06/2019
555087874,555489255,07/06/2019
555815493,555146984,07/06/2019
555656948,555715802,07/06/2019
555970598,555173281,07/06/2019
555731961,555380640,07/06/2019
555485140,555518363,07/06/2019
555666119,555482012,07/06/2019
555998888,555661506,07/06/2019
555160645,555791321,07/06/2019
555163878,555297273,07/06/2019
555877919,555347204,07/06/2019
555794004,555497230,07/06/2019
555860484,555085986,07/06/2019
555805707,555506532,07/06/2019
555859042,555204898,07/06/2019
555247718,555864544,07/06/2019
555877077,555472246,07/06/2019
555618193,555624601,07/06/2019
555555393,555027715,07/06/2019
555938062,555787421,07/06/2019
555955007,555112231,07/06/2019
555202086,555217835,07/06/2019
555169615,555482577,07/06/2019
555204241,555498811,07/06/2019
555405891,555639419,07/06/2019
555124557,555088057,07/06/2019
555612626,555737088,07/06/2019
555746185,555494152,07/06/2019
555343357,555992003,07/06/2019
555748568,555958442,07/06/2019
555982354,555907648,07/06/2019
555872703,555050140,07/06/2019
555509309,555896297,07/06/2019
555508270,555884931,07/06/2019
555994430,555538698,07/06/2019
555234703,555588012,07/06/2019
555895047,555534055,07/06/2019
555221854,555167782,07/06/2019
555957197,555297615,07/06/2019
555953553,555261904,07/06/2019
555793402,555007415,07/06/2019
555017061,555661059,07/06/2019
555229174,555645357,07/06/2019
555170231,555424821,07/06/2019
555025026,555758446,07/06/2019
555682104,555633982,07/06/2019
555594151,555439179,07/06/2019
555452994,555558435,07/06/2019
555929816,555188471,07/06/2019
555357997,555702083,07/06/2019
555141761,555997310,07/06/2019
555705715,555560581,07/06/2019
555836807,555122343,07/06/2019
555802973,555981589,07/06/2019
555623149,555848331,07/06/2019
555861099,555006787,07/06/2019
555100455,555090411,07/06/2019
555293598,555938849,07/06/2019
555241857,555417334,07/06/2019
555134771,555293578,07/06/2019
555080615,555991436,07/06/2019
555663017,555752065,07/06/2019
555403872,555818126,07/06/2019
555537903,555969248,07/06/2019
555636409,555171159,07/06/2019
555238424,555660474,07/06/2019
555101265,555227327,07/06/2019
555250319,555081425,07/06/2019
555156082,555605796,07/06/2019
555584102,555755036,07/06/2019
555816166,555115866,07/06/2019
555939681,555154321,07/06/2019
555861755,555026571,07/06/2019
555701818,555185885,07/06/2019
555089669,555957572,07/06/2019
555120643,555081618,07/06/2019
555051970,555091318,07/06/2019
555018413,555445748,07/06/2019
555208622,555674717,07/06/2019
555802269,555031017,07/06/2019
555385640,555996566,07/06/2019
555952913,555746159,07/06/2019
555958442,555862582,07/06/2019
555575316,555229174,07/06/2019
555293442,555719377,07/06/2019
555052064,555786630,07/06/2019
555459746,555357528,07/06/2019
555368695,555678915,07/06/2019
555136099,555860741,07/06/2019
555392996,555776565,07/06/2019
555726416,555677551,07/06/2019
555738118,555304051,07/06/2019
555779990,555612626,07/06/2019
555287869,555485881,07/06/2019
555195821,555658024,07/06/2019
555459490,555597079,07/06/2019
555565438,555507456,07/06/2019
555765995,555952659,07/06/2019
555505574,555363386,07/06/2019
555372154,555627484,07/06/2019
555385205,555892182,07/06/2019
555948736,555173146,07/06/2019
555938657,555121165,07/06/2019
555732083,555253892,07/06/2019
555648880,555504083,07/06/2019
555935621,555863581,07/06/2019
555272167,555480149,07/06/2019
555824762,555422717,07/06/2019
555827387,555785591,07/06/2019
555861183,555155860,07/06/2019
555684809,555654746,07/06/2019
555566675,555128318,07/06/2019
555517946,555131623,07/06/2019
555687138,555752065,07/06/2019
555388138,555600113,07/06/2019
555198725,555942170,07/06/2019
555441728,555169098,07/06/2019
555125846,555631204,07/06/2019
555671824,555797341,07/06/2019
555979282,555516669,07/06/2019
555494753,555143772,07/06/2019
555638605,555388632,07/06/2019
555954876,555907711,07/06/2019
555138523,555838026,07/06/2019
555144882,555938361,07/06/2019
555028010,555405752,07/06/2019
555995972,555669167,07/06/2019
555038157,555747262,07/06/2019
555701639,555373670,07/06/2019
555829518,555984599,07/06/2019
555750598,555991436,07/06/2019
555906002,555145199,07/06/2019
555245468,555908481,07/06/2019
555884531,555760639,07/06/2019
555524297,555556056,07/06/2019
555736722,555651691,07/06/2019
555505498,555083314,07/06/2019
555200446,555850282,07/06/2019
555405677,555793751,07/06/2019
555942445,555285280,07/06/2019
555195118,555735586,07/06/2019
555037649,555453899,07/06/2019
555859986,555693407,07/06/2019
555788128,555624966,07/06/2019
555594375,555623149,07/06/2019
555800379,555255322,07/06/2019
555452790,555606101,07/06/2019
555338533,555987212,07/06/2019
555006898,555847263,07/06/2019
555804393,555440236,07/06/2019
555154654,555381877,07/06/2019
555939421,555618502,07/06/2019
555444777,555272858,07/06/2019
555845652,555436580,07/06/2019
555883954,555115128,07/06/2019
555137044,555230256,07/06/2019
555308065,555207325,07/06/2019
555937338,555677468,07/06/2019
555414269,555464503,07/06/2019
555054367,555793610,07/06/2019
555093171,555984252,07/06/2019
555703219,555989111,07/06/2019
555469709,555508299,07/06/2019
555950392,555989000,07/06/2019
555265945,555682528,07/06/2019
555186352,555664239,07/06/2019
555089477,555916619,07/06/2019
555874084,555536805,07/06/2019
555650824,555067348,07/06/2019
555518632,555113365,07/06/2019
555198432,555992547,07/06/2019
555300622,555313843,07/06/2019
555460256,555888680,07/06/2019
555168673,555520595,07/06/2019
555076157,555244057,07/06/2019
555091428,555600850,07/06/2019
555522809,555199613,07/06/2019
555879922,555737711,07/06/2019
555372681,555898247,07/06/2019
555115096,555745148,07/06/2019
555936757,555804393,07/06/2019
555715130,555880084,07/06/2019
555375352,555143854,07/06/2019
555815988,555970272,07/06/2019
555528972,555080135,07/06/2019
555535610,555045775,07/06/2019
555631778,555051970,07/06/2019
555103314,555045685,07/06/2019
555769778,555106471,07/06/2019
555083375,555474852,07/06/2019
555317926,555234407,07/06/2019
555357335,555302990,07/06/2019
555524944,555872161,07/06/2019
555584711,555545474,07/06/2019
555463529,555669555,07/06/2019
555318231,555357556,07/06/2019
555051711,555703219,07/06/2019
555953836,555043310,07/06/2019
555076923,555286046,07/06/2019
555713414,555756671,07/06/2019
555289365,555235140,07/06/2019
555298218,555269584,07/06/2019
555223819,555713323,07/06/2019
555451975,555302434,07/06/2019
555624626,555769041,07/06/2019
555240137,555625645,07/06/2019
555913325,555085827,07/06/2019
555925184,555602272,07/06/2019
555281671,555750952,07/06/2019
555395162,555348372,07/06/2019
555556423,555693526,07/06/2019
555269579,555185885,07/06/2019
555963163,555869292,07/06/2019
555181641,555706289,07/06/2019
555171159,555292276,07/06/2019
555833747,555921103,07/06/2019
555791944,555717099,07/06/2019
555285331,555575145,07/06/2019
555481155,555639419,07/06/2019
555859042,555526606,07/06/2019
555939681,555323209,07/06/2019
555487908,555391919,07/06/2019
555858116,555053470,08/06/2019
555138181,555265490,08/06/2019
555944239,555601122,08/06/2019
555061409,555579935,08/06/2019
555421919,555842668,08/06/2019
555541273,555547038,08/06/2019
555961878,555050251,08/06/2019
555134677,555819577,08/06/2019
555447066,555452994,08/06/2019
555011100,555264425,08/06/2019
555669681,555412449,08/06/2019
555310255,555666456,08/06/2019
555063228,555606952,08/06/2019
555846622,555651691,08/06/2019
555209917,555209076,08/06/2019
555438582,555190017,08/06/2019
555077830,555572523,08/06/2019
555140826,555823402,08/06/2019
555804199,555357673,08/06/2019
555350402,555021371,08/06/2019
555712470,555597318,08/06/2019
555090921,555838026,08/06/2019
555184379,555343104,08/06/2019
555872161,555979282,08/06/2019
555322118,555889962,08/06/2019
555513462,555122410,08/06/2019
555947362,555006205,08/06/2019
555713545,555331301,08/06/2019
555679736,555899618,08/06/2019
555925957,555833747,08/06/2019
555090998,555089977,08/06/2019
555283512,555283250,08/06/2019
555091375,555363041,08/06/2019
555777558,555797295,08/06/2019
555821686,555783053,08/06/2019
555516096,555078246,08/06/2019
555442146,555468115,08/06/2019
555539256,555136861,08/06/2019
555799782,555629958,08/06/2019
555310749,555240398,08/06/2019
555465817,555942177,08/06/2019
555447965,555785252,08/06/2019
555957123,555185957,08/06/2019
555063228,555696471,08/06/2019
555121199,555429572,08/06/2019
555107572,555925233,08/06/2019
555975142,555043507,08/06/2019
555659476,555975794,08/06/2019
555052712,555344789,08/06/2019
555799782,555310408,08/06/2019
555371146,555453177,08/06/2019
555895047,555205978,08/06/2019
555226321,555537303,08/06/2019
555244908,555127961,08/06/2019
555084456,555334495,08/06/2019
555128007,555418054,08/06/2019
555715679,555306995,08/06/2019
555604306,555303032,08/06/2019
555182011,555095089,08/06/2019
555731722,555349504,08/06/2019
555880346,555945396,08/06/2019
555552614,555411103,08/06/2019
555858055,555853540,08/06/2019
555861708,555919520,08/06/2019
555745133,555302777,08/06/2019
555318756,555061494,08/06/2019
555905182,555512364,08/06/2019
555973576,555367725,08/06/2019
555460560,555213311,08/06/2019
555950779,555825563,08/06/2019
555771018,555424620,08/06/2019
555063571,555740219,08/06/2019
555884386,555494555,08/06/2019
555452257,555066837,08/06/2019
555354097,555490526,08/06/2019
555476631,555474322,08/06/2019
555306129,555501470,08/06/2019
555631001,555864496,08/06/2019
555788769,555129546,08/06/2019
555322662,555302869,08/06/2019
555156248,555637181,08/06/2019
555876450,555568937,08/06/2019
555214447,555153194,08/06/2019
555942170,555343129,08/06/2019
555452179,555340504,08/06/2019
555427258,555783148,08/06/2019
555694136,555296103,08/06/2019
555200390,555409984,08/06/2019
555706279,555582526,08/06/2019
555750576,555298893,08/06/2019
555997823,555659991,08/06/2019
555746535,555271307,08/06/2019
555823801,555421573,08/06/2019
555139434,555169257,08/06/2019
555848097,555002076,08/06/2019
555345889,555440597,08/06/2019
555953260,555909247,08/06/2019
555363457,555888680,08/06/2019
555438522,555882573,08/06/2019
555138041,555419923,08/06/2019
555237654,555013913,08/06/2019
555073517,555430221,08/06/2019
555008578,555748971,08/06/2019
555968349,555083555,08/06/2019
555323093,555214538,08/06/2019
555593598,555628231,08/06/2019
555913031,555546590,08/06/2019
555366523,555116441,08/06/2019
555256062,555188124,08/06/2019
555998566,555758206,08/06/2019
555057662,555696204,08/06/2019
555532346,555692348,08/06/2019
555997310,555024356,08/06/2019
555747304,555889781,08/06/2019
555961921,555731761,08/06/2019
555237942,555982927,08/06/2019
555630231,555728327,08/06/2019
555143924,555819126,08/06/2019
555641469,555704886,08/06/2019
555498256,555869737,08/06/2019
555527733,555650786,08/06/2019
555947283,555015369,08/06/2019
555556109,555961639,08/06/2019
555352539,555373651,08/06/2019
555598763,555139924,08/06/2019
555366523,555207342,08/06/2019
555110094,555820609,08/06/2019
555891377,555992968,08/06/2019
555750522,555503533,08/06/2019
555507982,555744796,08/06/2019
555494790,555528253,08/06/2019
555985444,555318702,08/06/2019
555211862,555054117,08/06/2019
555767051,555478426,08/06/2019
555696495,555634151,08/06/2019
555392570,555859949,08/06/2019
555051026,555858116,08/06/2019
555459793,555791944,08/06/2019
555178203,555794973,08/06/2019
555886046,555421161,08/06/2019
555684940,555223218,08/06/2019
555502921,555502846,08/06/2019
555126256,555337597,08/06/2019
555575400,555194155,08/06/2019
555660411,555159194,08/06/2019
555508299,555622092,08/06/2019
555753549,555143589,08/06/2019
555949176,555598824,08/06/2019
555210647,555171115,08/06/2019
555186763,555854347,08/06/2019
555072239,555602457,08/06/2019
555209917,555258370,08/06/2019
555969835,555802634,08/06/2019
555128413,555834058,08/06/2019
555036923,555363939,08/06/2019
555782367,555811566,08/06/2019
555659323,555194458,08/06/2019
555118249,555240700,08/06/2019
555121432,555956691,08/06/2019
555898022,555974943,08/06/2019
555734345,555279693,08/06/2019
